"","HOUR_IN_YEAR","HOUR_IN_DAY","DIFFUSED","DIRECT","GLOBAL"
"5130",135,14,22.4,7.1,29.5
"5496",136,15,14,3.2,17.2
"5862",137,16,4.2,0.557142857142857,4.75714285714286
"6228",138,17,0,0,0
"6594",139,18,0,0,0
"6960",140,19,0,0,0
"7326",141,20,0,0,0
"7692",142,21,0,0,0
"8058",143,22,0,0,0
"8424",144,23,0,0,0
"7",145,0,0,0,0
"373",146,1,0,0,0
"739",147,2,0,0,0
"1105",148,3,0,0,0
"1471",149,4,0,0,0
"1837",150,5,0,0,0
"2203",151,6,0,0,0
"2569",152,7,0,0,0
"2935",153,8,0,0,0
"3301",154,9,2.95714285714286,0.271428571428571,3.22857142857143
"3667",155,10,12.5428571428571,1.64285714285714,14.1857142857143
"4033",156,11,21.0285714285714,4.2,25.2285714285714
"4399",157,12,26.3142857142857,6.9,33.2142857142857
"4765",158,13,26.1857142857143,7.38571428571429,33.5714285714286
"5131",159,14,22.5,5.11428571428571,27.6142857142857
"5497",160,15,14.8,2.78571428571429,17.5857142857143
"5863",161,16,4.54285714285714,0.585714285714286,5.12857142857143
"6229",162,17,0,0,0
"6595",163,18,0,0,0
"6961",164,19,0,0,0
"7327",165,20,0,0,0
"7693",166,21,0,0,0
"8059",167,22,0,0,0
"8425",168,23,0,0,0
"8",169,0,0,0,0
"374",170,1,0,0,0
"740",171,2,0,0,0
"1106",172,3,0,0,0
"1472",173,4,0,0,0
"1838",174,5,0,0,0
"2204",175,6,0,0,0
"2570",176,7,0,0,0
"2936",177,8,0,0,0
"3302",178,9,3.62857142857143,0.314285714285714,3.94285714285714
"3668",179,10,13.5,2.55714285714286,16.0571428571429
"4034",180,11,22.8142857142857,6.15714285714286,28.9714285714286
"4400",181,12,27.5,7.22857142857143,34.7285714285714
"4766",182,13,27.3623188405797,9.1304347826087,36.4927536231884
"5132",183,14,23.4857142857143,5.61428571428571,29.1
"5498",184,15,15.2,3.37142857142857,18.5714285714286
"5864",185,16,5.3,0.457142857142857,5.75714285714286
"6230",186,17,0,0,0
"6596",187,18,0,0,0
"6962",188,19,0,0,0
"7328",189,20,0,0,0
"7694",190,21,0,0,0
"8060",191,22,0,0,0
"8426",192,23,0,0,0
"9",193,0,0,0,0
"375",194,1,0,0,0
"741",195,2,0,0,0
"1107",196,3,0,0,0
"1473",197,4,0,0,0
"1839",198,5,0,0,0
"2205",199,6,0,0,0
"2571",200,7,0,0,0
"2937",201,8,0,0,0
"3303",202,9,3.94285714285714,0.357142857142857,4.3
"3669",203,10,12.8571428571429,2.31428571428571,15.1714285714286
"4035",204,11,22.5285714285714,4.87142857142857,27.4
"4401",205,12,26.5,7.22857142857143,33.7285714285714
"4767",206,13,26.0857142857143,7.25714285714286,33.3428571428571
"5133",207,14,20.4,5.14285714285714,25.5428571428571
"5499",208,15,12.9,2.27142857142857,15.1714285714286
"5865",209,16,4.5,0.557142857142857,5.05714285714286
"6231",210,17,0,0,0
"6597",211,18,0,0,0
"6963",212,19,0,0,0
"7329",213,20,0,0,0
"7695",214,21,0,0,0
"8061",215,22,0,0,0
"8427",216,23,0,0,0
"10",217,0,0,0,0
"376",218,1,0,0,0
"742",219,2,0,0,0
"1108",220,3,0,0,0
"1474",221,4,0,0,0
"1840",222,5,0,0,0
"2206",223,6,0,0,0
"2572",224,7,0,0,0
"2938",225,8,0,0,0
"3304",226,9,3.88571428571429,0.4,4.28571428571429
"3670",227,10,13.5142857142857,2.98571428571429,16.5
"4036",228,11,23.3428571428571,7.57142857142857,30.9142857142857
"4402",229,12,28.0857142857143,12.4428571428571,40.5285714285714
"4768",230,13,28.7857142857143,13.0428571428571,41.8285714285714
"5134",231,14,24.1571428571429,9.94285714285714,34.1
"5500",232,15,16.5142857142857,4.98571428571429,21.5
"5866",233,16,5.61428571428571,1.15714285714286,6.77142857142857
"6232",234,17,0,0,0
"6598",235,18,0,0,0
"6964",236,19,0,0,0
"7330",237,20,0,0,0
"7696",238,21,0,0,0
"8062",239,22,0,0,0
"8428",240,23,0,0,0
"11",241,0,0,0,0
"377",242,1,0,0,0
"743",243,2,0,0,0
"1109",244,3,0,0,0
"1475",245,4,0,0,0
"1841",246,5,0,0,0
"2207",247,6,0,0,0
"2573",248,7,0,0,0
"2939",249,8,0,0,0
"3305",250,9,4.4,0.714285714285714,5.11428571428571
"3671",251,10,14.7142857142857,4.55714285714286,19.2714285714286
"4037",252,11,24.2857142857143,9.95714285714286,34.2428571428571
"4403",253,12,30.1142857142857,15.2142857142857,45.3285714285714
"4769",254,13,30,14.9,44.9
"5135",255,14,25.4714285714286,10.7142857142857,36.1857142857143
"5501",256,15,17.5142857142857,5.31428571428571,22.8285714285714
"5867",257,16,6.24285714285714,1,7.24285714285714
"6233",258,17,0,0,0
"6599",259,18,0,0,0
"6965",260,19,0,0,0
"7331",261,20,0,0,0
"7697",262,21,0,0,0
"8063",263,22,0,0,0
"8429",264,23,0,0,0
"12",265,0,0,0,0
"378",266,1,0,0,0
"744",267,2,0,0,0
"1110",268,3,0,0,0
"1476",269,4,0,0,0
"1842",270,5,0,0,0
"2208",271,6,0,0,0
"2574",272,7,0,0,0
"2940",273,8,0,0,0
"3306",274,9,4.41428571428571,0.585714285714286,5
"3672",275,10,14.2142857142857,4.05714285714286,18.2714285714286
"4038",276,11,24.3142857142857,7.9,32.2142857142857
"4404",277,12,30.5714285714286,13.3142857142857,43.8857142857143
"4770",278,13,30.3142857142857,14.0428571428571,44.3571428571429
"5136",279,14,25.4,9.75714285714286,35.1571428571429
"5502",280,15,16.0571428571429,4.31428571428571,20.3714285714286
"5868",281,16,5.24285714285714,0.857142857142857,6.1
"6234",282,17,0,0,0
"6600",283,18,0,0,0
"6966",284,19,0,0,0
"7332",285,20,0,0,0
"7698",286,21,0,0,0
"8064",287,22,0,0,0
"8430",288,23,0,0,0
"13",289,0,0,0,0
"379",290,1,0,0,0
"745",291,2,0,0,0
"1111",292,3,0,0,0
"1477",293,4,0,0,0
"1843",294,5,0,0,0
"2209",295,6,0,0,0
"2575",296,7,0,0,0
"2941",297,8,0,0,0
"3307",298,9,4.95714285714286,0.471428571428571,5.42857142857143
"3673",299,10,15.3428571428571,3.65714285714286,19
"4039",300,11,25.7,8.31428571428571,34.0142857142857
"4405",301,12,31.4714285714286,13.0428571428571,44.5142857142857
"4771",302,13,32.2285714285714,13.1428571428571,45.3714285714286
"5137",303,14,26.0714285714286,11.2285714285714,37.3
"5503",304,15,17.8714285714286,6.87142857142857,24.7428571428571
"5869",305,16,6.71428571428571,1.24285714285714,7.95714285714286
"6235",306,17,0,0,0
"6601",307,18,0,0,0
"6967",308,19,0,0,0
"7333",309,20,0,0,0
"7699",310,21,0,0,0
"8065",311,22,0,0,0
"8431",312,23,0,0,0
"14",313,0,0,0,0
"380",314,1,0,0,0
"746",315,2,0,0,0
"1112",316,3,0,0,0
"1478",317,4,0,0,0
"1844",318,5,0,0,0
"2210",319,6,0,0,0
"2576",320,7,0,0,0
"2942",321,8,0,0,0
"3308",322,9,5.6,0.857142857142857,6.45714285714286
"3674",323,10,16.8714285714286,5.97142857142857,22.8428571428571
"4040",324,11,26.0142857142857,12.4571428571429,38.4714285714286
"4406",325,12,29.0428571428571,18.3142857142857,47.3571428571429
"4772",326,13,28.2285714285714,18.7,46.9285714285714
"5138",327,14,25.0857142857143,14.1857142857143,39.2714285714286
"5504",328,15,16.4285714285714,6.14285714285714,22.5714285714286
"5870",329,16,5.88571428571429,1.21428571428571,7.1
"6236",330,17,0,0,0
"6602",331,18,0,0,0
"6968",332,19,0,0,0
"7334",333,20,0,0,0
"7700",334,21,0,0,0
"8066",335,22,0,0,0
"8432",336,23,0,0,0
"15",337,0,0,0,0
"381",338,1,0,0,0
"747",339,2,0,0,0
"1113",340,3,0,0,0
"1479",341,4,0,0,0
"1845",342,5,0,0,0
"2211",343,6,0,0,0
"2577",344,7,0,0,0
"2943",345,8,0,0,0
"3309",346,9,5.12857142857143,0.957142857142857,6.08571428571429
"3675",347,10,17.1142857142857,5.01428571428571,22.1285714285714
"4041",348,11,26.1285714285714,10.0714285714286,36.2
"4407",349,12,31.5,14.2571428571429,45.7571428571429
"4773",350,13,31.3,14.2714285714286,45.5714285714286
"5139",351,14,25.8857142857143,11.8142857142857,37.7
"5505",352,15,17.5,6.71428571428571,24.2142857142857
"5871",353,16,6.18571428571429,1.44285714285714,7.62857142857143
"6237",354,17,0,0,0
"6603",355,18,0,0,0
"6969",356,19,0,0,0
"7335",357,20,0,0,0
"7701",358,21,0,0,0
"8067",359,22,0,0,0
"8433",360,23,0,0,0
"16",361,0,0,0,0
"382",362,1,0,0,0
"748",363,2,0,0,0
"1114",364,3,0,0,0
"1480",365,4,0,0,0
"1846",366,5,0,0,0
"2212",367,6,0,0,0
"2578",368,7,0,0,0
"2944",369,8,0,0,0
"3310",370,9,5.15714285714286,0.857142857142857,6.01428571428571
"3676",371,10,15.5857142857143,5.22857142857143,20.8142857142857
"4042",372,11,24.7142857142857,11.1428571428571,35.8571428571429
"4408",373,12,29.3188405797101,14.8115942028986,44.1304347826087
"4774",374,13,30.2285714285714,17.4142857142857,47.6428571428571
"5140",375,14,25.304347826087,15.463768115942,40.768115942029
"5506",376,15,16.6571428571429,8.1,24.7571428571429
"5872",377,16,6.12857142857143,1.77142857142857,7.9
"6238",378,17,0,0,0
"6604",379,18,0,0,0
"6970",380,19,0,0,0
"7336",381,20,0,0,0
"7702",382,21,0,0,0
"8068",383,22,0,0,0
"8434",384,23,0,0,0
"17",385,0,0,0,0
"383",386,1,0,0,0
"749",387,2,0,0,0
"1115",388,3,0,0,0
"1481",389,4,0,0,0
"1847",390,5,0,0,0
"2213",391,6,0,0,0
"2579",392,7,0,0,0
"2945",393,8,0.0140845070422535,0,0.0140845070422535
"3311",394,9,5.55714285714286,1,6.55714285714286
"3677",395,10,17.6,6.02857142857143,23.6285714285714
"4043",396,11,26.5571428571429,12.6714285714286,39.2285714285714
"4409",397,12,30.8571428571429,16.9428571428571,47.8
"4775",398,13,32.9142857142857,19,51.9142857142857
"5141",399,14,26.6,13.5142857142857,40.1142857142857
"5507",400,15,17.6571428571429,7.31428571428571,24.9714285714286
"5873",401,16,7.1,1.75714285714286,8.85714285714286
"6239",402,17,0.0140845070422535,0.0140845070422535,0.028169014084507
"6605",403,18,0,0,0
"6971",404,19,0,0,0
"7337",405,20,0,0,0
"7703",406,21,0,0,0
"8069",407,22,0,0,0
"8435",408,23,0,0,0
"18",409,0,0,0,0
"384",410,1,0,0,0
"750",411,2,0,0,0
"1116",412,3,0,0,0
"1482",413,4,0,0,0
"1848",414,5,0,0,0
"2214",415,6,0,0,0
"2580",416,7,0,0,0
"2946",417,8,0.0563380281690141,0,0.0563380281690141
"3312",418,9,5.88571428571429,1.21428571428571,7.1
"3678",419,10,16.0428571428571,5.52857142857143,21.5714285714286
"4044",420,11,24.5285714285714,11.9857142857143,36.5142857142857
"4410",421,12,30.2285714285714,15.2428571428571,45.4714285714286
"4776",422,13,31.2285714285714,14.4857142857143,45.7142857142857
"5142",423,14,27.2285714285714,10.0571428571429,37.2857142857143
"5508",424,15,18.0285714285714,5.2,23.2285714285714
"5874",425,16,6.98571428571429,1.35714285714286,8.34285714285714
"6240",426,17,0.0140845070422535,0.028169014084507,0.0422535211267606
"6606",427,18,0,0,0
"6972",428,19,0,0,0
"7338",429,20,0,0,0
"7704",430,21,0,0,0
"8070",431,22,0,0,0
"8436",432,23,0,0,0
"19",433,0,0,0,0
"385",434,1,0,0,0
"751",435,2,0,0,0
"1117",436,3,0,0,0
"1483",437,4,0,0,0
"1849",438,5,0,0,0
"2215",439,6,0,0,0
"2581",440,7,0,0,0
"2947",441,8,0.028169014084507,0,0.028169014084507
"3313",442,9,5.72857142857143,1.12857142857143,6.85714285714286
"3679",443,10,17.3428571428571,5.91428571428571,23.2571428571429
"4045",444,11,27.0285714285714,11.4142857142857,38.4428571428571
"4411",445,12,30.9142857142857,14.8428571428571,45.7571428571429
"4777",446,13,33.2142857142857,13.4142857142857,46.6285714285714
"5143",447,14,26.2571428571429,9.94285714285714,36.2
"5509",448,15,19.1714285714286,5.47142857142857,24.6428571428571
"5875",449,16,7.58571428571429,1.38571428571429,8.97142857142857
"6241",450,17,0.0704225352112676,0.0140845070422535,0.0845070422535211
"6607",451,18,0,0,0
"6973",452,19,0,0,0
"7339",453,20,0,0,0
"7705",454,21,0,0,0
"8071",455,22,0,0,0
"8437",456,23,0,0,0
"20",457,0,0,0,0
"386",458,1,0,0,0
"752",459,2,0,0,0
"1118",460,3,0,0,0
"1484",461,4,0,0,0
"1850",462,5,0,0,0
"2216",463,6,0,0,0
"2582",464,7,0,0,0
"2948",465,8,0.0140845070422535,0,0.0140845070422535
"3314",466,9,4.68571428571429,0.742857142857143,5.42857142857143
"3680",467,10,15.7,3.71428571428571,19.4142857142857
"4046",468,11,25.8,8.32857142857143,34.1285714285714
"4412",469,12,32.7428571428571,12.2,44.9428571428571
"4778",470,13,31.9714285714286,11.7857142857143,43.7571428571429
"5144",471,14,27.6714285714286,9.75714285714286,37.4285714285714
"5510",472,15,17.4571428571429,5.9,23.3571428571429
"5876",473,16,7.58571428571429,1.3,8.88571428571429
"6242",474,17,0.0140845070422535,0.028169014084507,0.0422535211267606
"6608",475,18,0,0,0
"6974",476,19,0,0,0
"7340",477,20,0,0,0
"7706",478,21,0,0,0
"8072",479,22,0,0,0
"8438",480,23,0,0,0
"21",481,0,0,0,0
"387",482,1,0,0,0
"753",483,2,0,0,0
"1119",484,3,0,0,0
"1485",485,4,0,0,0
"1851",486,5,0,0,0
"2217",487,6,0,0,0
"2583",488,7,0,0,0
"2949",489,8,0.0140845070422535,0,0.0140845070422535
"3315",490,9,6.05714285714286,0.628571428571429,6.68571428571429
"3681",491,10,16.6285714285714,3.25714285714286,19.8857142857143
"4047",492,11,26.0428571428571,8.04285714285714,34.0857142857143
"4413",493,12,30.8428571428571,11.5857142857143,42.4285714285714
"4779",494,13,31.7571428571429,11.7428571428571,43.5
"5145",495,14,29.1594202898551,11.463768115942,40.6231884057971
"5511",496,15,20.2898550724638,6.52173913043478,26.8115942028986
"5877",497,16,8.20289855072464,1.8695652173913,10.0724637681159
"6243",498,17,0.0428571428571429,0.0285714285714286,0.0714285714285714
"6609",499,18,0,0,0
"6975",500,19,0,0,0
"7341",501,20,0,0,0
"7707",502,21,0,0,0
"8073",503,22,0,0,0
"8439",504,23,0,0,0
"22",505,0,0,0,0
"388",506,1,0,0,0
"754",507,2,0,0,0
"1120",508,3,0,0,0
"1486",509,4,0,0,0
"1852",510,5,0,0,0
"2218",511,6,0,0,0
"2584",512,7,0,0,0
"2950",513,8,0.028169014084507,0.0140845070422535,0.0422535211267606
"3316",514,9,5.65714285714286,0.928571428571429,6.58571428571429
"3682",515,10,16.3285714285714,4.82857142857143,21.1571428571429
"4048",516,11,24.8,10.6,35.4
"4414",517,12,30.5428571428571,14.6142857142857,45.1571428571429
"4780",518,13,32.2285714285714,16.4142857142857,48.6428571428571
"5146",519,14,27.3857142857143,12.1428571428571,39.5285714285714
"5512",520,15,18.0857142857143,7.02857142857143,25.1142857142857
"5878",521,16,7.94285714285714,1.8,9.74285714285714
"6244",522,17,0.0422535211267606,0,0.0422535211267606
"6610",523,18,0,0,0
"6976",524,19,0,0,0
"7342",525,20,0,0,0
"7708",526,21,0,0,0
"8074",527,22,0,0,0
"8440",528,23,0,0,0
"23",529,0,0,0,0
"389",530,1,0,0,0
"755",531,2,0,0,0
"1121",532,3,0,0,0
"1487",533,4,0,0,0
"1853",534,5,0,0,0
"2219",535,6,0,0,0
"2585",536,7,0,0,0
"2951",537,8,0.028169014084507,0.0140845070422535,0.0422535211267606
"3317",538,9,6.71428571428571,0.957142857142857,7.67142857142857
"3683",539,10,17.2,4.35714285714286,21.5571428571429
"4049",540,11,28.2,9.64285714285714,37.8428571428571
"4415",541,12,31.8142857142857,14.6428571428571,46.4571428571429
"4781",542,13,33.0714285714286,17.8714285714286,50.9428571428571
"5147",543,14,28.2285714285714,14.1142857142857,42.3428571428571
"5513",544,15,19.8857142857143,6.62857142857143,26.5142857142857
"5879",545,16,7.85714285714286,1.67142857142857,9.52857142857143
"6245",546,17,0.0422535211267606,0,0.0422535211267606
"6611",547,18,0,0,0
"6977",548,19,0,0,0
"7343",549,20,0,0,0
"7709",550,21,0,0,0
"8075",551,22,0,0,0
"8441",552,23,0,0,0
"24",553,0,0,0,0
"390",554,1,0,0,0
"756",555,2,0,0,0
"1122",556,3,0,0,0
"1488",557,4,0,0,0
"1854",558,5,0,0,0
"2220",559,6,0,0,0
"2586",560,7,0,0,0
"2952",561,8,0.028169014084507,0.0140845070422535,0.0422535211267606
"3318",562,9,6.55714285714286,1.04285714285714,7.6
"3684",563,10,16.6571428571429,5.64285714285714,22.3
"4050",564,11,25.6376811594203,11.4057971014493,37.0434782608696
"4416",565,12,31.7714285714286,15.5571428571429,47.3285714285714
"4782",566,13,33.5285714285714,15.3857142857143,48.9142857142857
"5148",567,14,28.3428571428571,12.1285714285714,40.4714285714286
"5514",568,15,20.3,7.9,28.2
"5880",569,16,8.81428571428571,1.65714285714286,10.4714285714286
"6246",570,17,0.0704225352112676,0,0.0704225352112676
"6612",571,18,0,0,0
"6978",572,19,0,0,0
"7344",573,20,0,0,0
"7710",574,21,0,0,0
"8076",575,22,0,0,0
"8442",576,23,0,0,0
"25",577,0,0,0,0
"391",578,1,0,0,0
"757",579,2,0,0,0
"1123",580,3,0,0,0
"1489",581,4,0,0,0
"1855",582,5,0,0,0
"2221",583,6,0,0,0
"2587",584,7,0,0,0
"2953",585,8,0.0704225352112676,0,0.0704225352112676
"3319",586,9,7.57142857142857,0.885714285714286,8.45714285714286
"3685",587,10,19.4142857142857,5.45714285714286,24.8714285714286
"4051",588,11,27.9571428571429,11.9428571428571,39.9
"4417",589,12,32.8571428571429,16.9142857142857,49.7714285714286
"4783",590,13,29.8714285714286,16.2142857142857,46.0857142857143
"5149",591,14,25.8142857142857,13.4428571428571,39.2571428571429
"5515",592,15,19.1428571428571,7.85714285714286,27
"5881",593,16,9.14285714285714,2.6,11.7428571428571
"6247",594,17,0.0714285714285714,0,0.0714285714285714
"6613",595,18,0,0,0
"6979",596,19,0,0,0
"7345",597,20,0,0,0
"7711",598,21,0,0,0
"8077",599,22,0,0,0
"8443",600,23,0,0,0
"26",601,0,0,0,0
"392",602,1,0,0,0
"758",603,2,0,0,0
"1124",604,3,0,0,0
"1490",605,4,0,0,0
"1856",606,5,0,0,0
"2222",607,6,0,0,0
"2588",608,7,0,0,0
"2954",609,8,0.457142857142857,0.0142857142857143,0.471428571428571
"3320",610,9,9.2,1.91428571428571,11.1142857142857
"3686",611,10,21.4782608695652,9.1304347826087,30.6086956521739
"4052",612,11,30.1571428571429,18.8428571428571,49
"4418",613,12,35.3428571428571,23.2,58.5428571428571
"4784",614,13,34.6857142857143,23.1428571428571,57.8285714285714
"5150",615,14,30.5571428571429,20.0714285714286,50.6285714285714
"5516",616,15,20.9,13.2,34.1
"5882",617,16,10.0714285714286,3.45714285714286,13.5285714285714
"6248",618,17,0.942857142857143,0.114285714285714,1.05714285714286
"6614",619,18,0,0,0
"6980",620,19,0,0,0
"7346",621,20,0,0,0
"7712",622,21,0,0,0
"8078",623,22,0,0,0
"8444",624,23,0,0,0
"27",625,0,0,0,0
"393",626,1,0,0,0
"759",627,2,0,0,0
"1125",628,3,0,0,0
"1491",629,4,0,0,0
"1857",630,5,0,0,0
"2223",631,6,0,0,0
"2589",632,7,0,0,0
"2955",633,8,0.5,0,0.5
"3321",634,9,7.92857142857143,1.85714285714286,9.78571428571429
"3687",635,10,21.6571428571429,7.75714285714286,29.4142857142857
"4053",636,11,31.9714285714286,14.4428571428571,46.4142857142857
"4419",637,12,36.8285714285714,19.3285714285714,56.1571428571429
"4785",638,13,36.8857142857143,18.4142857142857,55.3
"5151",639,14,30.4571428571429,14.8857142857143,45.3428571428571
"5517",640,15,20.6285714285714,8.91428571428571,29.5428571428571
"5883",641,16,9.57142857142857,2.48571428571429,12.0571428571429
"6249",642,17,1.01428571428571,0.0714285714285714,1.08571428571429
"6615",643,18,0,0,0
"6981",644,19,0,0,0
"7347",645,20,0,0,0
"7713",646,21,0,0,0
"8079",647,22,0,0,0
"8445",648,23,0,0,0
"28",649,0,0,0,0
"394",650,1,0,0,0
"760",651,2,0,0,0
"1126",652,3,0,0,0
"1492",653,4,0,0,0
"1858",654,5,0,0,0
"2224",655,6,0,0,0
"2590",656,7,0,0,0
"2956",657,8,0.457142857142857,0.0857142857142857,0.542857142857143
"3322",658,9,8.37142857142857,1.42857142857143,9.8
"3688",659,10,19,6.1,25.1
"4054",660,11,27.1285714285714,12.6571428571429,39.7857142857143
"4420",661,12,34.6857142857143,16.4571428571429,51.1428571428571
"4786",662,13,33.9285714285714,15.2142857142857,49.1428571428571
"5152",663,14,29.8571428571429,10.2857142857143,40.1428571428571
"5518",664,15,21.2285714285714,6.88571428571429,28.1142857142857
"5884",665,16,9.65714285714286,2.25714285714286,11.9142857142857
"6250",666,17,0.985714285714286,0.0714285714285714,1.05714285714286
"6616",667,18,0,0,0
"6982",668,19,0,0,0
"7348",669,20,0,0,0
"7714",670,21,0,0,0
"8080",671,22,0,0,0
"8446",672,23,0,0,0
"29",673,0,0,0,0
"395",674,1,0,0,0
"761",675,2,0,0,0
"1127",676,3,0,0,0
"1493",677,4,0,0,0
"1859",678,5,0,0,0
"2225",679,6,0,0,0
"2591",680,7,0,0,0
"2957",681,8,0.671428571428571,0.0857142857142857,0.757142857142857
"3323",682,9,8.94202898550725,1.82608695652174,10.768115942029
"3689",683,10,20.8985507246377,7.23188405797101,28.1304347826087
"4055",684,11,29.6714285714286,15.9428571428571,45.6142857142857
"4421",685,12,34.6714285714286,20.4,55.0714285714286
"4787",686,13,36.7285714285714,20.6571428571429,57.3857142857143
"5153",687,14,32,20.0285714285714,52.0285714285714
"5519",688,15,22.7571428571429,12.5,35.2571428571429
"5885",689,16,11.7142857142857,3.92857142857143,15.6428571428571
"6251",690,17,1.57142857142857,0.214285714285714,1.78571428571429
"6617",691,18,0,0,0
"6983",692,19,0,0,0
"7349",693,20,0,0,0
"7715",694,21,0,0,0
"8081",695,22,0,0,0
"8447",696,23,0,0,0
"30",697,0,0,0,0
"396",698,1,0,0,0
"762",699,2,0,0,0
"1128",700,3,0,0,0
"1494",701,4,0,0,0
"1860",702,5,0,0,0
